date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:59	16154/16154	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2008:07:29%20GMT	http://tavonline.net/html/mat/realtor/blog-posts/blog-video-version.html	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/blog-posts/blog-video-version.html	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:00	29231/29231	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:10:59%20GMT	http://tavonline.net/html/mat/realtor/images/blogs/blog-6.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/blogs/blog-6.jpg	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:00	16226/16226	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2008:07:29%20GMT	http://tavonline.net/html/mat/realtor/blog-posts/blog-music-version.html	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/blog-posts/blog-music-version.html	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:01	15484/15484	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:11:01%20GMT	http://tavonline.net/html/mat/realtor/images/blogs/blog-2.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/blogs/blog-2.jpg	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:02	18010/18010	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:11:01%20GMT	http://tavonline.net/html/mat/realtor/images/blogs/blog-3.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/blogs/blog-3.jpg	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:02	1639/1639	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2008:07:10%20GMT	http://tavonline.net/html/mat/realtor/load-more/blog-posts.html	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/load-more/blog-posts.html	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:03	16036/16036	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:10:59%20GMT	http://tavonline.net/html/mat/realtor/images/blogs/blog-5.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/blogs/blog-5.jpg	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:04	25895/25895	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:11:00%20GMT	http://tavonline.net/html/mat/realtor/images/blogs/blog-4.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/blogs/blog-4.jpg	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:05	9376/9376	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:23%20GMT	http://tavonline.net/html/mat/realtor/js/jquery.easytabs.min.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/jquery.easytabs.min.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:06	37045/37045	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:23%20GMT	http://tavonline.net/html/mat/realtor/js/bootstrap.min.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/bootstrap.min.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:06	23890/23890	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:23%20GMT	http://tavonline.net/html/mat/realtor/js/owl.carousel.min.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/owl.carousel.min.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:07	80990/80990	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:11:15%20GMT	http://tavonline.net/html/mat/realtor/cubeportfolio/js/jquery.cubeportfolio.min.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/cubeportfolio/js/jquery.cubeportfolio.min.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:07	4706/4706	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:22%20GMT	http://tavonline.net/html/mat/realtor/js/main.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/main.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:07	84345/84345	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:24%20GMT	http://tavonline.net/html/mat/realtor/js/jquery-2.1.4.min.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/jquery-2.1.4.min.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:07	1300/1300	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:23%20GMT	http://tavonline.net/html/mat/realtor/js/jquery.cookie-1.4.1.min.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/jquery.cookie-1.4.1.min.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:08	3294/3294	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Sep%202018%2008:07:22%20GMT	http://tavonline.net/html/mat/realtor/js/Demo.js	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/js/Demo.js	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:08	612/612	---M-Z	200	added ('OK')	text/css	date:Sat,%2022%20Sep%202018%2008:07:13%20GMT	http://tavonline.net/html/mat/realtor/css/Demo.min.css	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/css/Demo.min.css	(from http://tavonline.net/html/mat/realtor/index.html)
17:26:14	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:12%20GMT	http://tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.eot	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.eot	(from http://tavonline.net/html/mat/realtor/css/bootstrap.css)
17:26:14	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:13%20GMT	http://tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.eot?	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regulard41d.eot	(from http://tavonline.net/html/mat/realtor/css/bootstrap.css)
17:26:15	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:13%20GMT	http://tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.woff2	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.woff2	(from http://tavonline.net/html/mat/realtor/css/bootstrap.css)
17:26:16	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:14%20GMT	http://tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.woff	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.woff	(from http://tavonline.net/html/mat/realtor/css/bootstrap.css)
17:26:16	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:14%20GMT	http://tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.ttf	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.ttf	(from http://tavonline.net/html/mat/realtor/css/bootstrap.css)
17:26:17	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:15%20GMT	http://tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.svg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/fonts/glyphicons-halflings-regular.svg	(from http://tavonline.net/html/mat/realtor/css/bootstrap.css)
17:26:18	8717/8717	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Sep%202018%2008:11:17%20GMT	http://tavonline.net/html/mat/realtor/cubeportfolio/img/cbp-sprite.png	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/cubeportfolio/img/cbp-sprite.png	(from http://tavonline.net/html/mat/realtor/cubeportfolio/css/cubeportfolio.min.css)
17:26:18	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:16%20GMT	http://tavonline.net/html/mat/realtor/css/AjaxLoader.gif	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/css/AjaxLoader.gif	(from http://tavonline.net/html/mat/realtor/css/owl.theme.css)
17:26:19	1964/1964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:07:19%20GMT	http://tavonline.net/html/mat/realtor/images/spinner.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/spinner.jpg	(from http://tavonline.net/html/mat/realtor/css/style.css)
17:26:20	18147/18147	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Sep%202018%2008:07:16%20GMT	http://tavonline.net/html/mat/realtor/images/glasses-w.png	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/glasses-w.png	(from http://tavonline.net/html/mat/realtor/css/style.css)
17:26:20	2975/2975	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Sep%202018%2008:07:18%20GMT	http://tavonline.net/html/mat/realtor/images/sprite.png	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/sprite.png	(from http://tavonline.net/html/mat/realtor/css/style.css)
17:26:35	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2022%20Sep%202018%2008:16:00%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/css/font-awesome.min.css)
17:26:39	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2022%20Sep%202018%2008:16:00%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/css/font-awesome.min.css)
17:26:41	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2022%20Sep%202018%2008:16:01%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/css/font-awesome.min.css)
17:26:42	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2022%20Sep%202018%2008:16:02%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/css/font-awesome.min.css)
17:26:45	20500/20500	---M--	200	added ('OK')	font/woff	date:Sat,%2022%20Sep%202018%2008:11:41%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.woff	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.woff	(from http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/flaticon.css)
17:26:46	38922/38922	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2022%20Sep%202018%2008:11:41%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.eot	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.eot	(from http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/flaticon.css)
17:26:48	356666/356666	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2022%20Sep%202018%2008:11:44%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.svg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.svg	(from http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/flaticon.css)
17:26:50	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:47%20GMT	http://tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-1.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-1.jpg	(from http://tavonline.net/html/mat/realtor/portfolio-detail/work-03.html)
17:26:51	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2022%20Sep%202018%2008:16:02%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from http://tavonline.net/html/mat/realtor/icon-fonts/font-awesome-4.7.0/css/font-awesome.min.css)
17:26:51	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:49%20GMT	http://tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-3.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-3.jpg	(from http://tavonline.net/html/mat/realtor/portfolio-detail/work-03.html)
17:26:51	38922/38922	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2022%20Sep%202018%2008:11:41%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.eot?	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticond41d.eot	(from http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/flaticon.css)
17:26:51	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:49%20GMT	http://tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-4.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-4.jpg	(from http://tavonline.net/html/mat/realtor/portfolio-detail/work-03.html)
17:26:52	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:50%20GMT	http://tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-2.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/portfolio-detail/images/portfolio-content/image-2.jpg	(from http://tavonline.net/html/mat/realtor/portfolio-detail/work-03.html)
17:26:52	38744/38744	---M--	200	added ('OK')	font/ttf	date:Sat,%2022%20Sep%202018%2008:11:42%20GMT	http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.ttf	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/icon-fonts/real-estate/Flaticon.ttf	(from http://tavonline.net/html/mat/realtor/icon-fonts/real-estate/flaticon.css)
17:26:52	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:50%20GMT	http://tavonline.net/html/mat/realtor/load-more/portfolio-detail/work-03.html	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/load-more/portfolio-detail/work-03.html	(from http://tavonline.net/html/mat/realtor/load-more/portfolio.html)
17:26:53	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:51%20GMT	http://tavonline.net/html/mat/realtor/load-more/images/works/work-03.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/load-more/images/works/work-03.jpg	(from http://tavonline.net/html/mat/realtor/load-more/portfolio.html)
17:26:54	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:52%20GMT	http://tavonline.net/html/mat/realtor/load-more/images/works/work-01.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/load-more/images/works/work-01.jpg	(from http://tavonline.net/html/mat/realtor/load-more/portfolio.html)
17:26:54	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Dec%202018%2011:56:52%20GMT	http://tavonline.net/html/mat/realtor/blog-posts/favicon.ico	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/blog-posts/favicon.ico	(from http://tavonline.net/html/mat/realtor/blog-posts/blog-1.html)
17:26:55	2401/2401	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Sep%202018%2008:07:20%20GMT	http://tavonline.net/html/mat/realtor/images/glasses.png	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/glasses.png	(from http://tavonline.net/html/mat/realtor/blog-posts/blog-1.html)
17:26:56	35792/35792	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:11:00%20GMT	http://tavonline.net/html/mat/realtor/images/blogs/blog-1.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/blogs/blog-1.jpg	(from http://tavonline.net/html/mat/realtor/blog-posts/blog-1.html)
17:26:57	3849/3849	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Sep%202018%2008:07:20%20GMT	http://tavonline.net/html/mat/realtor/images/image.jpg	F:/My%20Web%20Sites/gracius/tavonline.net/html/mat/realtor/images/image.jpg	(from http://tavonline.net/html/mat/realtor/blog-posts/blog-1.html)
